RoWNo,Invoice,Product,Orders,SalesValue
38723,126972,XYZ1A008,1,70
38724,126973,XYZ1A008,1,70
38725,126973,XYZ2A008,1,70
38726,126973,XYZ3A008,1,70
38727,126974,XYZ1A008,1,70
38728,126974,XYZ2A008,1,70
38729,126974,XYZ3A008,1,70
38730,126975,Y6261A001,5,199.95
38731,126976,XYZ2A008,2,13.98
38732,126977,XYZ1A008,1,70
38733,126978,XYZ2A008,1,70
38734,126979,XYZ3A008,1,70
38735,126980,XYZ1A008,4,27.96
38736,126980,XYZ2A008,1,70
38737,126981,XYZ1A008,2,13.98
38738,126981,06402A-008,3,26.97
38739,126981,06403A-008,1,8.99
38740,126982,XYZ1A008,3,20.97
38741,126983,50809001,1,39.99
38742,126983,YZAA001,1,52.99
38743,126984,XYZ1A008,3,20.97
38744,126984,XYZ2A008,1,70
38745,126985,XYZ1A008,8,55.92
38746,126985,XYZ2A008,1,70
38747,126985,XYZ3A008,1,70
38748,126986,XYZ1A008,2,13.98
38749,126987,XYZ1A008,1,70
38750,126987,XYZ2A008,3,20.97
38751,126988,XYZ1A008,8,55.92
38752,126990,XYZ1A008,2,13.98
38753,126991,05222A001,2,139.98
38754,126991,05223A001,2,139.98
38755,126991,05241A001,2,139.98
38756,126991,05281A001,1,69.99
38757,126992,Y6261A001,1,39.99
38758,126993,XYZ1A008,3,20.97
38759,126994,05321A001,1,69.99
38760,126994,05511A001,2,105.98
38761,126995,05321A001,1,69.99
38762,126996,05221A001,3,209.97
38763,126997,064725-017,2,39.98
38764,126998,XYZ1A008,3,20.97
38765,126999,XYZ1A008,1,70
38766,126999,XYZ3A008,2,13.98
38767,126999,XYZ4A008,2,13.98
38768,127000,50809001,1,39.99
38769,127000,05323A001,2,139.98
38770,127001,XYZ1A008,1,70
38771,127002,05224A001,1,69.99
38772,127003,06404A-008,1,8.99
38773,127004,XYZ1A008,8,55.92
38774,127005,XYZ1A008,3,20.97
38775,127006,XYZ1A008,2,13.98
38776,127007,XYZ1A008,4,27.96
38777,127007,Y6251A001,2,75.98
38778,127007,Y6252A001,2,75.98
38779,127008,XYZ1A008,6,41.94
38780,127008,XYZ2A008,1,70
38781,127009,XYZ2A008,2,13.98
38782,127009,XYZ3A008,1,70
38783,127010,XYZ1A008,2,13.98
38784,127010,Y6261A001,1,39.99
38785,127011,05471A001,2,95.98
38786,127012,XYZ1A008,4,27.96
38787,127013,XYZ1A008,1,70
38788,127013,XYZ4A008,1,70
38789,127014,XYZ1A008,7,48.93
38790,127014,XYZ2A008,2,13.98
38791,127014,XYZ3A008,3,20.97
38792,127014,XYZ4A008,1,70
38793,127015,XYZ3A008,1,70
38794,127015,XYZ4A008,3,20.97
38795,127016,XYZ1A008,3,20.97
38796,127016,XYZ2A008,2,13.98
38797,127017,XYZ1A008,1,70
38798,127018,XYZ1A008,1,70
38799,127019,XYZ1A008,1,70
38800,127020,XYZ1A008,1,70
38801,127020,XYZ3A008,2,13.98
38802,127020,XYZ4A008,3,20.97
38803,127021,XYZ1A008,4,27.96
38804,127021,XYZ2A008,1,70
38805,127022,XYZ1A008,1,70
38806,127023,XYZ1A008,4,27.96
38807,127024,XYZ1A008,3,20.97
38808,127025,05261A001,1,69.99
38809,127026,Z2451773,1,32
38810,127026,Z5900030,1,15
38811,127027,Y6261A001,2,79.98
38812,127028,064720-017,3,46.47
38813,127028,064725-017,4,79.96
38814,127028,067215-017,3,17.97
38815,127028,068790-018,5,24.95
38816,127028,072590-018,7,38.43
38817,127029,XYZ3A008,1,70
38818,127030,XYZ2A008,1,70
38819,127030,XYZ3A008,3,20.97
38820,127031,XYZ2A008,1,70
38821,127031,XYZ3A008,3,20.97
38822,127032,XYZ1A008,3,20.97
38823,127032,XYZ2A008,1,70
38824,127033,XYZ2A008,1,70
38825,127034,XYZ2A008,1,70
38826,127035,05471A001,1,47.99
38827,127036,05471A001,2,95.98
38828,127037,05221A001,3,209.97
38829,127038,XYZ1A008,1,70
38830,127039,05471A004,1,19.99
38831,127040,XYZ1A008,1,70
38832,127041,Z2439997,1,15
38833,127041,Z2440565TL,2,70
38834,127041,Z2451773,2,64
38835,127042,XYZ1A008,8,55.92
38836,127042,XYZ2A008,9,62.91
38837,127042,XYZ3A008,3,20.97
38838,127042,XYZ4A008,7,48.93
38839,127043,05512A004,1,19.99
38840,127043,05514A004,1,19.99
38841,127044,Y6251A001,2,75.98
38842,127045,XYZ1A008,1,70
38843,127046,XYZ1A008,1,70
38844,127046,XYZ2A008,1,70
38845,127046,XYZ3A008,1,70
38846,127047,05511A004,1,19.99
38847,127048,XYZ1A008,4,27.96
38848,127049,05321A001,1,69.99
38849,127050,XYZ2A008,1,70
38850,127053,XYZ1A008,3,20.97
38851,127053,XYZ3A008,3,20.97
38852,127054,XYZ1A008,2,13.98
38853,127054,XYZ2A008,1,70
38854,127055,Z2439997,1,15
38855,127055,Z2440565TL,1,35
38856,127056,XYZ2A008,1,70
38857,127056,XYZ3A008,1,70
38858,127056,05243A008,1,9.99
38859,127057,05473A001,1,47.99
38860,127057,05481A001,3,158.97
38861,127058,XYZ1A008,1,70
38862,127059,05221A001,2,139.98
38863,127060,XYZ3A008,3,20.97
38864,127060,XYZ4A008,2,13.98
38865,127061,XYZ1A008,5,34.95
38866,127062,XYZ1A008,3,20.97
38867,127063,XYZ1A008,1,70
38868,127064,YZAA001,2,105.98
38869,127065,Y6262A001,2,79.98
38870,127066,XYZ1A008,18,125.82
38871,127067,12777008,1,70
38872,127068,XYZ1A008,5,34.95
38873,127069,XYZ1A008,2,13.98
38874,127069,XYZ2A008,1,70
38875,127070,XYZ1A008,4,27.96
38876,127071,XYZ1A008,1,70
38877,127072,XYZ1A008,1,70
38878,127072,XYZ2A008,2,13.98
38879,127073,XYZ1A008,2,13.98
38880,127073,XYZ2A008,1,70
38881,127073,XYZ3A008,1,70
38882,127074,XYZ3A008,1,70
38883,127075,XYZ1A008,1,70
38884,127076,XYZ2A008,1,70
38885,127077,XYZ1A008,8,55.92
38886,127078,XYZ1A008,2,13.98
38887,127078,XYZ2A008,1,70
38888,127078,XYZ3A008,1,70
38889,127078,XYZ4A008,1,70
38890,127079,XYZ1A008,2,13.98
38891,127079,XYZ2A008,1,70
38892,127079,XYZ4A008,1,70
38893,127080,XYZ1A008,1,70
38894,127081,XYZ1A008,3,20.97
38895,127082,XYZ3A008,4,27.96
38896,127082,XYZ4A008,1,70
38897,127083,XYZ3A008,5,34.95
38898,127083,XYZ4A008,2,13.98
38899,127083,05242A008,3,29.97
38900,127083,05243A008,2,19.98
38901,127084,05321A001,1,69.99
38902,127085,XYZ1A008,1,70
38903,127086,XYZ1A008,1,70
38904,127087,XYZ4A008,2,13.98
38905,127088,XYZ1A008,1,70
38906,127089,XYZ1A008,6,41.94
38907,127090,XYZ1A008,1,70
38908,127090,XYZ2A008,1,70
38909,127091,XYZ3A008,1,70
38910,127092,Y6261A004,1,17.99
38911,127093,XYZ1A008,1,70
38912,127094,Y6251A001,7,265.93
38913,127094,Y6253A001,1,37.99
38914,127095,XYZ4A008,1,70
38915,127096,XYZ1A008,4,27.96
38916,127097,XYZ1A008,5,34.95
38917,127098,YZAA004,2,39.98
38918,127099,XYZ1A008,6,41.94
38919,127099,XYZ3A008,5,34.95
38920,127099,05243A008,1,9.99
38921,127100,XYZ1A008,5,34.95
38922,127101,05081A004,1,18.99
38923,127102,XYZ1A008,1,70
38924,127103,XYZ3A008,4,27.96
38925,127104,XYZ2A008,1,70
38926,127104,XYZ4A008,1,70
38927,127105,XYZ1A008,3,20.97
38928,127106,XYZ4A008,1,70
38929,127107,Y6261A001,1,39.99
38930,127108,XYZ1A008,4,27.96
38931,127109,Y6261A001,2,79.98
38932,127110,XYZ1A008,1,70
38933,127111,XYZ4A008,2,13.98
38934,127112,XYZ1A008,4,27.96
38935,127112,XYZ2A008,1,70
38936,127112,XYZ3A008,1,70
38937,127113,Y6254A004,1,15.99
38938,127114,Z2440565TL,1,35
38939,127115,XYZ1A008,3,20.97
38940,127116,XYZ1A008,4,27.96
38941,127117,XYZ4A008,1,70
38942,127118,XYZ1A008,6,41.94
38943,127119,XYZ1A008,4,27.96
38944,127120,XYZ1A008,5,34.95
38945,127121,05081A001,1,39.99
38946,127121,05221A001,1,69.99
38947,127122,Z2451773,1,32
38948,127123,XYZ1A008,3,20.97
38949,127124,XYZ1A008,2,13.98
38950,127125,XYZ1A008,2,13.98
38951,127126,Y62310-008,1,8.99
38952,127126,Y62320-008,1,8.99
38953,127126,Y62360-008,1,8.99
38954,127126,Y62370-008,1,8.99
38955,127127,XYZ1A008,1,70
38956,127128,05081A001,1,39.99
38957,127128,Y6251A001,3,113.97
38958,127129,XYZ1A008,4,27.96
38959,127129,XYZ4A008,4,27.96
38960,127130,XYZ1A008,2,13.98
38961,127131,XYZ1A008,3,20.97
38962,127132,XYZ4A008,3,20.97
38963,127133,Z2460009TL,1,25
38964,127134,XYZ2A008,1,70
38965,127134,XYZ4A008,1,70
38966,127135,XYZ1A008,2,13.98
38967,127136,XYZ2A008,2,13.98
38968,127140,Z1600292SB,1,25
38969,127140,Z2440565TL,1,35
38970,127140,Z2451773,1,32
38971,127141,XYZ1A008,4,27.96
38972,127142,XYZ1A008,4,27.96
38973,127143,50809001,1,39.99
38974,127144,Z2439997,1,15
38975,127145,XYZ1A008,2,13.98
38976,127146,05472A001,1,47.99
38977,127147,XYZ1A008,1,70
38978,127147,XYZ3A008,1,70
38979,127148,XYZ1A008,1,70
38980,127148,XYZ2A008,1,70
38981,127149,Y6273A004,1,17.99
38982,127150,YZAA001,1,52.99
38983,127150,05511A001,1,52.99
38984,127151,Y6271A004,2,35.98
38985,127151,Y6272A004,2,35.98
38986,127152,Y6273A001,1,39.99
38987,127153,Y6261A001,1,39.99
38988,127154,XYZ1A008,2,13.98
38989,127155,XYZ1A008,1,70
38990,127156,XYZ1A008,2,13.98
38991,127158,XYZ1A008,4,27.96
38992,127159,XYZ4A008,1,70
38993,127160,XYZ1A008,1,70
38994,127161,XYZ1A008,2,13.98
38995,127161,XYZ3A008,1,70
38996,127162,XYZ1A008,4,27.96
38997,127163,XYZ1A008,3,20.97
38998,127164,XYZ1A008,3,20.97
38999,127165,XYZ1A008,2,13.98
39000,127165,XYZ4A008,2,13.98
39001,127166,XYZ1A008,3,20.97
39002,127166,05241A008,1,9.99
39003,127167,XYZ1A008,7,48.93
39004,127168,XYZ1A008,2,13.98
39005,127169,XYZ3A008,1,70
39006,127173,XYZ1A008,1,70
39007,127173,XYZ3A008,3,20.97
39008,127173,XYZ4A008,3,20.97
39009,127175,XYZ1A008,2,13.98
39010,127175,XYZ2A008,1,70
39011,127175,XYZ3A008,1,70
39012,127176,XYZ2A008,4,27.96
39013,127177,XYZ1A008,1,70
39014,127178,XYZ1A008,5,34.95
39015,127179,XYZ1A008,4,27.96
39016,127180,XYZ1A008,4,27.96
39017,127180,XYZ3A008,2,13.98
39018,127180,XYZ4A008,2,13.98
39019,127181,XYZ1A008,2,13.98
39020,127182,XYZ3A008,1,70
39021,127185,XYZ3A008,2,13.98
39022,127185,XYZ4A008,1,70
39023,127186,XYZ1A008,1,70
39024,127186,XYZ2A008,2,13.98
39025,127187,XYZ2A008,1,70
39026,127188,Z2451773,1,32
39027,127189,05241A001,2,139.98
39028,127189,05242A001,1,69.99
39029,127190,XYZ1A008,1,70
39030,127190,XYZ3A008,1,70
39031,127191,XYZ1A008,1,70
39032,127192,XYZ1A008,2,13.98
39033,127193,XYZ1A008,1,70
39034,127193,XYZ2A008,1,70
39035,127195,YZAA001,3,158.97
39036,127198,XYZ2A008,1,70
39037,127199,XYZ1A008,1,70
39038,127200,Y6251A001,2,75.98
39039,127201,XYZ1A008,1,70
39040,127201,XYZ2A008,2,13.98
39041,127201,XYZ3A008,1,70
39042,127201,05242A008,1,9.99
39043,127202,05471A001,1,47.99
39044,127203,Z2440565TL,1,35
39045,127203,Z2460009TL,1,25
39046,127204,XYZ1A008,1,70
39047,127205,XYZ3A008,1,70
39048,127207,XYZ1A008,1,70
39049,127208,XYZ3A008,5,34.95
39050,127208,XYZ4A008,2,13.98
39051,127209,Y6261A001,4,159.96
39052,127210,XYZ3A008,4,27.96
39053,127211,XYZ3A008,2,13.98
39054,127211,XYZ4A008,2,13.98
39055,127212,05481A001,1,52.99
39056,127213,XYZ1A008,5,34.95
39057,127213,XYZ2A008,1,70
39058,127214,XYZ1A008,1,70
39059,127215,XYZ1A008,7,48.93
39060,127215,XYZ3A008,1,70
39061,127216,XYZ3A008,2,13.98
39062,127217,05244A008,1,9.99
39063,127218,XYZ1A008,1,70
39064,127218,XYZ3A008,1,70
39065,127219,05081A001,3,119.97
39066,127220,XYZ1A008,2,13.98
39067,127221,Z2440565TL,1,35
39068,127221,Z2460009TL,1,25
39069,127222,05321A004,1,25.99
39070,127223,XYZ1A008,5,34.95
39071,127223,XYZ2A008,1,70
39072,127223,XYZ3A008,1,70
39073,127224,XYZ1A008,10,69.9
39074,127225,Y6261A001,3,119.97
39075,127225,Y6263A001,1,39.99
39076,127226,XYZ1A008,1,70
39077,127227,XYZ1A008,2,13.98
39078,127228,XYZ1A008,1,70
39079,127228,YZAA001,1,52.99
39080,127229,XYZ1A008,3,20.97
39081,127229,XYZ2A008,2,13.98
39082,127229,XYZ4A008,1,70
39083,127230,XYZ2A008,1,70
39084,127231,XYZ2A008,2,13.98
39085,127231,XYZ3A008,3,20.97
39086,127232,05221A004,1,25.99
39087,127233,XYZ1A008,1,70
39088,127233,XYZ2A008,2,13.98
39089,127233,XYZ3A008,1,70
39090,127234,05081A001,5,199.95
39091,127234,YZAA001,5,264.95
39092,127234,05511A001,3,158.97
39093,127235,XYZ1A008,2,13.98
39094,127235,05322A004,1,25.99
39095,127235,Y6271A004,1,17.99
39096,127236,XYZ1A008,6,41.94
39097,127237,XYZ1A008,5,34.95
39098,127237,XYZ3A008,3,20.97
39099,127237,XYZ4A008,1,70
39100,127238,50809001,2,79.98
39101,127238,Y6263A001,2,79.98
39102,127239,XYZ4A008,1,70
39103,127239,Y6263A004,1,17.99
39104,127240,Y6251A001,5,189.95
39105,127240,Y6253A001,1,37.99
39106,127240,Y6271A001,2,79.98
39107,127241,05221A001,2,139.98
39108,127241,05281A001,1,69.99
39109,127242,XYZ4A008,3,20.97
39110,127243,XYZ1A008,15,104.85
39111,127243,XYZ3A008,1,70
39112,127244,Y6261A001,1,39.99
39113,127245,Y6262A001,2,79.98
39114,127246,Z2451773,2,64
39115,127247,Y6261A001,1,39.99
39116,127248,05241A001,2,139.98
39117,127248,05243A001,1,69.99
39118,127249,XYZ3A008,1,70
39119,127250,50809001,3,119.97
39120,127250,05501A001,3,158.97
39121,127250,05502A001,3,158.97
39122,127250,Y6271A001,1,39.99
39123,127251,05244A001,1,69.99
39124,127252,XYZ4A008,1,70
39125,127253,XYZ1A008,1,70
39126,127254,XYZ1A008,2,13.98
39127,127255,XYZ1A008,5,34.95
39128,127255,XYZ2A008,4,27.96
39129,127255,XYZ3A008,1,70
39130,127256,XYZ3A008,1,70
39131,127256,XYZ4A008,1,70
39132,127257,50809001,2,79.98
39133,127257,YZAA001,1,52.99
39134,127258,Z2451773,1,32
39135,127258,Z4999936,1,9.99
39136,127259,XYZ1A008,2,13.98
39137,127260,XYZ2A008,1,70
39138,127261,XYZ1A008,5,34.95
39139,127261,XYZ2A008,2,13.98
39140,127262,XYZ2A008,1,70
39141,127263,05244A008,1,9.99
39142,127264,XYZ3A008,2,13.98
39143,127264,XYZ4A008,2,13.98
39144,127264,Y6263A001,1,39.99
39145,127264,Y6264A001,1,39.99
39146,127265,XYZ2A008,1,70
39147,127266,XYZ1A008,4,27.96
39148,127267,XYZ1A008,1,70
39149,127268,XYZ2A008,1,70
39150,127268,XYZ4A008,1,70
39151,127269,XYZ1A008,1,70
39152,127270,XYZ1A008,1,70
39153,127271,XYZ2A008,1,70
39154,127271,XYZ3A008,3,20.97
39155,127272,XYZ1A008,7,48.93
39156,127272,XYZ2A008,2,13.98
39157,127272,XYZ3A008,1,70
39158,127273,Z2440565TL,1,35
39159,127274,XYZ1A008,3,20.97
39160,127275,XYZ1A008,3,20.97
39161,127276,XYZ1A008,3,20.97
39162,127276,XYZ2A008,4,27.96
39163,127276,XYZ3A008,3,20.97
39164,127276,XYZ4A008,12,83.88
39165,127277,XYZ1A008,2,13.98
39166,127278,50809004,1,18.99
39167,127279,Z1600292SB,1,25
39168,127279,Z2451773,1,32
39169,127279,Z4999936,1,9.99
39170,127279,Z5900030,1,15
39171,127280,XYZ1A008,3,20.97
39172,127280,XYZ2A008,1,70
39173,127281,Z4999936,1,9.99
39174,127282,XYZ1A008,5,34.95
39175,127283,XYZ1A008,1,70
39176,127284,XYZ2A008,1,70
39177,127285,XYZ1A008,1,70
39178,127285,XYZ3A008,2,13.98
39179,127286,XYZ1A008,3,20.97
39180,127287,XYZ1A008,10,69.9
39181,127288,XYZ1A008,2,13.98
39182,127288,XYZ2A008,3,20.97
39183,127289,Z2440565TL,1,35
39184,127290,XYZ1A008,2,13.98
39185,127291,XYZ1A008,2,13.98
39186,127291,XYZ2A008,1,70
39187,127291,XYZ3A008,1,70
39188,127291,XYZ4A008,1,70
39189,127292,Z2440565TL,1,35
39190,127293,XYZ1A008,1,70
39191,127294,XYZ4A008,2,13.98
39192,127294,05244A008,2,19.98
39193,127295,XYZ3A008,1,70
39194,127296,05511A004,1,19.99
39195,127297,05471A001,1,47.99
39196,127298,05471A001,1,47.99
39197,127299,Y6262A001,1,39.99
39198,127300,XYZ2A008,1,70
39199,127301,XYZ1A008,5,34.95
39200,127302,Y6271A001,1,39.99
39201,127303,XYZ1A008,4,27.96
39202,127304,XYZ1A008,1,70
39203,127304,XYZ3A008,1,70
39204,127305,XYZ1A008,1,70
39205,127305,XYZ3A008,1,70
39206,127306,Y6264A001,1,39.99
39207,127307,Y6251A001,5,189.95
39208,127308,XYZ1A008,4,27.96
39209,127309,XYZ1A008,2,13.98
39210,127309,XYZ2A008,1,70
39211,127310,XYZ1A008,3,20.97
39212,127311,XYZ1A008,5,34.95
39213,127311,XYZ2A008,1,70
39214,127311,XYZ3A008,1,70
39215,127311,XYZ4A008,1,70
39216,127312,XYZ1A008,2,13.98
39217,127313,XYZ1A008,1,70
39218,127314,XYZ1A008,7,48.93
39219,127314,XYZ3A008,1,70
39220,127315,XYZ1A008,3,20.97
39221,127315,XYZ4A008,3,20.97
39222,127316,XYZ1A008,1,70
39223,127317,XYZ1A008,1,70
39224,127318,XYZ1A008,4,27.96
39225,127319,XYZ1A008,11,76.89
39226,127319,XYZ2A008,7,48.93
39227,127319,XYZ3A008,3,20.97
39228,127319,XYZ4A008,1,70
39229,127320,Y6261A004,2,35.98
39230,127320,Y6264A004,2,35.98
39231,127321,XYZ1A008,4,27.96
39232,127322,XYZ1A008,1,70
39233,127322,XYZ2A008,2,13.98
39234,127322,XYZ3A008,1,70
39235,127322,XYZ4A008,2,13.98
39236,127323,XYZ1A008,5,34.95
39237,127323,XYZ2A008,2,13.98
39238,127323,XYZ4A008,2,13.98
39239,127324,XYZ1A008,3,20.97
39240,127325,XYZ3A008,1,70
39241,127326,Y6271A004,1,17.99
39242,127327,XYZ1A008,1,70
39243,127328,XYZ1A008,3,20.97
39244,127329,YZAA001,2,105.98
39245,127329,05494A001,1,52.99
39246,127330,XYZ3A008,3,20.97
39247,127330,XYZ4A008,1,70
39248,127331,XYZ1A008,1,70
39249,127332,XYZ1A008,1,70
39250,127333,XYZ1A008,2,13.98
39251,127334,XYZ1A008,7,48.93
39252,127335,XYZ1A008,2,13.98
39253,127336,XYZ1A008,1,70
39254,127337,XYZ3A008,1,70
39255,127337,XYZ4A008,2,13.98
39256,127338,05221A001,1,69.99
39257,127339,XYZ1A008,4,27.96
39258,127340,Z2451773,1,32
39259,127340,Z4999936,1,9.99
39260,127341,Z2451773,1,32
39261,127342,Y6261A001,1,39.99
39262,127344,XYZ1A008,7,48.93
39263,127345,XYZ4A008,1,70
39264,127346,XYZ1A008,6,41.94
39265,127346,067215-017,1,5.99
39266,127347,XYZ1A008,4,27.96
39267,127347,XYZ3A008,1,70
39268,127348,YZAA001,1,52.99
39269,127349,XYZ1A008,3,20.97
39270,127350,XYZ2A008,1,70
39271,127350,XYZ3A008,2,13.98
39272,127350,XYZ4A008,2,13.98
39273,127351,05321A001,1,69.99
39274,127351,Y6261A001,3,119.97
39275,127352,XYZ1A008,2,13.98
39276,127353,XYZ1A008,1,70
39277,127353,XYZ2A008,1,70
39278,127353,XYZ3A008,1,70
39279,127353,05241A008,1,9.99
39280,127354,XYZ3A008,2,13.98
39281,127360,XYZ3A008,1,70
39282,127360,XYZ4A008,1,70
39283,127361,XYZ3A008,1,70
39284,127362,XYZ2A008,6,41.94
39285,127362,XYZ3A008,1,70
39286,127362,XYZ4A008,1,70
39287,127363,XYZ3A008,1,70
39288,127364,XYZ1A008,1,70
39289,127365,XYZ1A008,1,70
39290,127366,XYZ1A008,1,70
39291,127367,XYZ1A008,1,70
39292,127367,XYZ2A008,1,70
39293,127368,XYZ1A008,1,70
39294,127369,XYZ1A008,4,27.96
39295,127370,XYZ1A008,2,13.98
39296,127371,Y6251A001,6,227.94
39297,127371,Y6253A001,2,75.98
39298,127372,XYZ1A008,5,34.95
39299,127372,05241A008,2,19.98
39300,127373,06401A-008,2,17.98
39301,127374,XYZ1A008,1,70
39302,127375,XYZ3A008,1,70
39303,127376,XYZ1A008,3,20.97
39304,127376,XYZ2A008,2,13.98
39305,127377,05501A004,1,19.99
39306,127378,Z2451773,1,32
39307,127379,Y6261A001,1,39.99
39308,127380,XYZ1A008,1,70
39309,127381,XYZ1A008,1,70
39310,127381,XYZ4A008,1,70
39311,127382,XYZ1A008,1,70
39312,127383,Y6271A001,3,119.97
39313,127384,XYZ1A008,2,13.98
39314,127385,XYZ1A008,1,70
39315,127386,Y6251A001,1,37.99
39316,127387,XYZ2A008,1,70
39317,127387,XYZ3A008,1,70
39318,127387,XYZ4A008,1,70
39319,127388,XYZ3A008,1,70
39320,127388,XYZ4A008,3,20.97
39321,127389,XYZ1A008,1,70
39322,127389,XYZ2A008,1,70
39323,127390,06403A-008,2,17.98
39324,127391,XYZ3A008,1,70
39325,127392,XYZ1A008,4,27.96
39326,127393,XYZ1A008,2,13.98
39327,127393,XYZ2A008,4,27.96
39328,127393,XYZ3A008,1,70
39329,127394,XYZ4A008,1,70
39330,127395,XYZ1A008,3,20.97
39331,127396,XYZ3A008,1,70
39332,127397,XYZ1A008,4,27.96
39333,127398,XYZ1A008,2,13.98
39334,127399,XYZ2A008,1,70
39335,127399,XYZ3A008,2,13.98
39336,127399,05242A008,1,9.99
39337,127400,XYZ1A008,1,70
39338,127401,XYZ1A008,2,13.98
39339,127402,XYZ4A008,3,20.97
39340,127403,XYZ1A008,1,70
39341,127404,XYZ1A008,2,13.98
39342,127405,XYZ1A008,1,70
39343,127406,XYZ1A008,3,20.97
39344,127406,XYZ3A008,1,70
39345,127407,XYZ3A008,3,20.97
39346,127408,05492A001,1,52.99
39347,127408,05494A001,2,105.98
39348,127409,XYZ1A008,2,13.98
39349,127409,XYZ2A008,1,70
39350,127410,YZAA001,1,52.99
39351,127411,XYZ1A008,1,70
39352,127412,XYZ1A008,3,20.97
39353,127412,XYZ2A008,2,13.98
39354,127412,XYZ3A008,1,70
39355,127413,XYZ1A008,6,41.94
39356,127414,XYZ1A008,1,70
39357,127415,Z2460009TL,1,25
39358,127416,XYZ3A008,1,70
39359,127421,XYZ1A008,11,76.89
39360,127422,XYZ1A008,1,70
39361,127423,XYZ1A008,1,70
39362,127423,XYZ2A008,2,13.98
39363,127423,XYZ3A008,1,70
39364,127424,XYZ1A008,1,70
39365,127424,XYZ2A008,2,13.98
39366,127425,XYZ1A008,2,13.98
39367,127426,06404A-008,5,44.95
39368,127427,XYZ1A008,3,20.97
39369,127428,XYZ1A008,2,13.98
39370,127429,Y6251A001,1,37.99
39371,127429,Y6251A004,1,15.99
39372,127429,Y6261A001,1,39.99
39373,127431,Y6261A001,1,39.99
39374,127431,Y6263A001,1,39.99
39375,127431,Y6274A004,1,17.99
39376,127432,Z2451773,1,32
39377,127433,XYZ2A008,2,13.98
39378,127434,XYZ1A008,4,27.96
39379,127435,XYZ1A008,4,27.96
39380,127435,XYZ2A008,1,70
39381,127436,Y6261A001,1,39.99
39382,127437,XYZ2A008,1,70
39383,127438,Z2440565TL,1,35
39384,127439,XYZ1A008,1,70
39385,127440,XYZ3A008,1,70
39386,127441,XYZ1A008,6,41.94
39387,127442,XYZ1A008,2,13.98
39388,127443,YZAA001,3,158.97
39389,127444,XYZ1A008,4,27.96
39390,127444,XYZ2A008,2,13.98
39391,127444,XYZ3A008,1,70
39392,127445,XYZ1A008,6,41.94
39393,127446,05471A001,1,47.99
39394,127447,XYZ1A008,2,13.98
39395,127447,XYZ3A008,1,70
39396,127447,XYZ4A008,1,70
39397,127448,XYZ1A008,5,34.95
39398,127449,XYZ1A008,2,13.98
39399,127449,XYZ2A008,1,70
39400,127450,XYZ4A008,1,70
39401,127451,Z4999936,1,9.99
39402,127451,Z5900030,1,15
39403,127452,XYZ2A008,1,70
39404,127453,XYZ1A008,7,48.93
39405,127453,XYZ2A008,2,13.98
39406,127453,XYZ3A008,2,13.98
39407,127454,XYZ1A008,1,70
39408,127455,XYZ4A008,1,70
39409,127456,XYZ2A008,3,20.97
39410,127457,YZAA001,1,52.99
39411,127458,XYZ1A008,1,70
39412,127458,XYZ2A008,1,70
39413,127458,05242A008,2,19.98
39414,127459,XYZ1A008,1,70
39415,127460,Z2440565TL,2,70
39416,127461,XYZ1A008,1,70
39417,127461,XYZ4A008,9,62.91
39418,127462,XYZ2A008,1,70
39419,127463,XYZ1A008,9,62.91
39420,127464,05241A008,1,9.99
39421,127465,Y6261A001,1,39.99
39422,127466,XYZ1A008,4,27.96
39423,127467,XYZ1A008,2,13.98
39424,127470,XYZ1A008,5,34.95
39425,127471,Z4999936,1,9.99
39426,127472,XYZ1A008,3,20.97
39427,127473,XYZ1A008,2,13.98
39428,127474,XYZ1A008,9,62.91
39429,127474,XYZ2A008,1,70
39430,127475,XYZ3A008,1,70
39431,127476,XYZ2A008,2,13.98
39432,127476,XYZ3A008,1,70
39433,127477,XYZ1A008,1,70
39434,127477,XYZ4A008,1,70
39435,127478,Z2451773,1,32
39436,127479,Z2440565TL,1,35
39437,127479,Z2451773,1,32
39438,127479,Z5900030,1,15
39439,127480,Z1600292SB,1,25
39440,127480,Z2460009TL,1,25
39441,127481,XYZ1A008,2,13.98
39442,127482,Y6261A004,1,17.99
39443,127483,XYZ2A008,1,70
39444,127484,XYZ2A008,2,13.98
39445,127484,XYZ4A008,3,20.97
39446,127485,50809001,1,39.99
39447,127485,05321A001,1,69.99
39448,127485,YZAA001,1,52.99
39449,127486,XYZ3A008,1,70
39450,127487,XYZ1A008,2,13.98
39451,127487,064720-017,1,15.49
39452,127488,XYZ1A008,1,70
39453,127488,XYZ2A008,1,70
39454,127488,XYZ3A008,1,70
39455,127488,05243A008,1,9.99
39456,127489,XYZ1A008,3,20.97
39457,127490,Y6261A001,8,319.92
39458,127491,XYZ1A008,4,27.96
39459,127492,XYZ3A008,1,70
39460,127493,XYZ1A008,3,20.97
39461,127493,05241A008,1,9.99
39462,127493,067215-017,1,5.99
39463,127494,Z2440565TL,1,35
39464,127495,XYZ1A008,4,27.96
39465,127496,XYZ3A008,4,27.96
39466,127497,XYZ1A008,1,70
39467,127497,XYZ2A008,1,70
39468,127498,XYZ1A008,2,13.98
39469,127498,05081A001,2,79.98
39470,127498,YZAA001,2,105.98
39471,127499,XYZ4A008,1,70
39472,127500,XYZ1A008,1,70
39473,127501,XYZ1A008,2,13.98
